Script_Id,Genre
436,Mystery
867,Crime
867,Horror
867,Mystery
867,Thriller
50,Drama
50,Thriller
479,Drama
479,Romance
479,Crime
479,Fantasy
479,Thriller
479,Horror
1006,Comedy
1006,Drama
1006,Romance
737,Comedy
737,Horror
737,Mystery
400,Comedy
400,Horror
860,Drama
860,Romance
422,Romance
422,Thriller
422,Drama
422,Fantasy
465,Animation
465,Comedy
465,Family
271,Crime
271,Comedy
894,Thriller
60,Action
60,Comedy
60,Western
655,Comedy
655,Drama
655,Crime
964,Comedy
234,Action
234,Adventure
234,Drama
234,Family
234,Fantasy
168,Crime
168,Drama
168,Mystery
168,Thriller
990,Comedy
990,Romance
29,Comedy
29,Fantasy
29,Horror
29,Family
257,Action
257,Thriller
257,Fantasy
257,Drama
257,Horror
121,Drama
121,Romance
121,War
727,Action
727,Adventure
727,Comedy
727,Family
513,Comedy
513,Fantasy
513,Romance
641,Action
641,Thriller
304,Action
304,Drama
304,Thriller
304,War
522,Drama
75,Drama
1024,Action
1024,Adventure
1024,Fantasy
1024,Sci-Fi
1007,Comedy
1007,Drama
281,Comedy
1087,Action
1087,Drama
1087,Mystery
1087,Thriller
1094,Adventure
1094,Family
1094,Fantasy
1094,Musical
1075,Drama
1075,Thriller
282,Drama
382,Adventure
382,Animation
382,Comedy
382,Family
475,Horror
475,Mystery
475,Thriller
783,Sci-Fi
783,Thriller
338,Comedy
338,Drama
308,Adventure
308,Comedy
308,Musical
661,Action
661,Crime
661,Thriller
661,Western
949,Sci-Fi
949,Action
851,Crime
851,Drama
851,Romance
458,Horror
458,Thriller
1029,Action
1029,Adventure
1029,Comedy
1029,Romance
1029,Thriller
123,Drama
123,Mystery
123,Thriller
954,Thriller
954,Horror
954,Mystery
885,Comedy
885,Drama
726,Fantasy
726,Adventure
726,Family
917,Comedy
917,Crime
745,Comedy
745,Romance
745,Drama
770,Action
770,Drama
770,War
316,Adventure
316,Drama
316,Western
146,Comedy
146,Drama
1050,Drama
374,Action
374,Comedy
374,Horror
374,Thriller
615,Drama
1038,Comedy
1038,Romance
963,Mystery
963,Sci-Fi
963,Thriller
1065, Action
1065,Drama
932,Action
932,Family
932,Sport
626,Action
626,Adventure
626,Sci-Fi
923,Action
923,Drama
923,Sci-Fi
19,Mystery
19,Thriller
265,Action
265,Comedy
265,Crime
265,Drama
265,Thriller
494,Romance
494,Comedy
494,Drama
494,Music
979,Drama
979,Music
334,Action
334,Mystery
334,Thriller
459,Action
459,Comedy
459,Crime
459,Drama
459,Fantasy
459,Thriller
769,Drama
719,Short
102,Action
102,Adventure
102,Sci-Fi
1032,Drama
1032,Fantasy
1032,Romance
1032,Thriller
468,Adventure
468,Comedy
906,Comedy
906,Drama
906,Sci-Fi
17,Comedy
17,Drama
17,Romance
1010,Animation
1010,Action
1010,Adventure
1010,Comedy
1010,Drama
1010,Fantasy
435,Crime
435,Drama
901,Action
901,Thriller
901,Drama
478,Comedy
958,Action
958,Adventure
958,Comedy
958,Drama
958,Romance
958,Thriller
1017,Animation
1017,Comedy
1017,Family
1017,Fantasy
246,Drama
863,Crime
863,Drama
863,Thriller
965,Action
965,Thriller
582,Drama
705,Comedy
705,Romance
705,Drama
268,Comedy
268,Drama
268,Romance
1021,Action
1021,Animation
1021,Family
1021,Sci-Fi
952,Comedy
952,Drama
756,Drama
297,Comedy
942,Action
942,Adventure
942,Fantasy
942,Sci-Fi
758,Drama
729,Action
729,Sci-Fi
729,Thriller
346,Drama
346,Romance
656,Thriller
656,Mystery
656,Sci-Fi
16,Comedy
16,Drama
317,Comedy
317,Drama
537,Crime
537,Drama
537,Thriller
919,Drama
503,Comedy
503,Crime
350,Fantasy
439,Action
439,Crime
1066,Action
1066,Fantasy
1066,Sci-Fi
1066,Thriller
205,Comedy
205,Crime
1061,Action
1061,Crime
1061,Thriller
659,Drama
659,Thriller
631,Action
631,Adventure
631,Fantasy
617,Mystery
617,Sci-Fi
617,Thriller
943,Sci-Fi
943,Adventure
943,Action
943,Fantasy
403,Drama
403,Romance
403,War
985,Sci-Fi
985,Thriller
985,Action
985,Drama
985,Romance
618,Drama
618,History
997,Action
997,Adventure
997,Fantasy
419,Drama
419,Mystery
145,Comedy
145,Romance
610,Comedy
610,Fantasy
1102,Action
1102,Adventure
1102,Thriller
224,Comedy
793,Comedy
793,Drama
793,Fantasy
676,Comedy
676,Drama
55,Drama
356,Horror
356,Sci-Fi
356,Thriller
289,Comedy
289,Crime
289,Romance
996,Comedy
875,Drama
875,Mystery
875,Thriller
198,Drama
198,Romance
198,Thriller
488,Horror
488,Mystery
488,Thriller
570,Action
570,Adventure
570,Horror
570,Sci-Fi
570,Thriller
429,Drama
429,Horror
429,Thriller
1054,Action
1054,Sci-Fi
1054,Thriller
794,Action
794,Crime
794,Adventure
794,Thriller
794,Drama
825,Comedy
591,Action
591,Comedy
591,Horror
591,Thriller
589,Family
589,Fantasy
589,Adventure
589,Musical
687,Family
687,Action
108,Drama
167,Drama
167,Romance
467,Action
467,Romance
1076,Comedy
1076,Musical
1076,Romance
1011,Drama
761,Drama
761,History
761,Romance
39,Animation
39,Family
39,Musical
39,Fantasy
39,Comedy
1031,Comedy
1031,Drama
1031,Fantasy
1031,Sci-Fi
541,Drama
541,Romance
720,Drama
511,Animation
511,Adventure
511,Comedy
768,Drama
72,Family
72,Animation
72,Musical
836,Action
836,Crime
836,Thriller
812,Crime
812,Drama
812,Thriller
624,Comedy
624,Drama
433,Comedy
433,Crime
953,Comedy
953,Crime
953,Drama
558,Horror
558,Thriller
558,Adventure
190,Drama
859,Comedy
859,Romance
921,Comedy
921,Romance
921,Thriller
927,Animation
927,Comedy
927,Musical
1064,Biography
1064,Drama
972,Drama
972,Film-Noir
502,Drama
502,Musical
1105,Drama
813,Action
813,Crime
813,Drama
813,Thriller
1104,Comedy
1104,Romance
376,Drama
376,Family
376,Fantasy
542,Comedy
957,Drama
957,Film-Noir
957,Thriller
699,Drama
528,Action
528,Adventure
106,Drama
106,Thriller
539,Adventure
539,Drama
160,Action
160,Drama
160,Sci-Fi
9,Drama
1053,Drama
1053,Mystery
1053,Thriller
702,Adventure
702,Comedy
702,Romance
922,Drama
922,Romance
922,Sci-Fi
78,Drama
78,Thriller
1082,Comedy
284,Mystery
284,Sci-Fi
284,Thriller
88,Action
88,Thriller
700,Animation
700,Fantasy
700,Comedy
937,Action
937,Adventure
937,Sci-Fi
974,Action
974,Thriller
185,Adventure
185,Mystery
185,Thriller
185,Action
185,Drama
1039,Drama
1039,Fantasy
1039,Thriller
961,Drama
961,Film-Noir
540,Comedy
540,Romance
540,Crime
386,Drama
1036,Comedy
1036,Drama
1036,Sport
1036,Thriller
22,Comedy
197,Action
197,Adventure
197,Thriller
320,Crime
320,Drama
320,Thriller
1034,Drama
1034,Horror
1034,Thriller
1034,Mystery
579,Comedy
579,Crime
579,Drama
80,Adventure
80,Animation
80,Comedy
80,Fantasy
962,Comedy
962,Drama
1005,Action
1005,Adventure
1005,Sci-Fi
6,Adventure
6,Drama
1040,Drama
329,Drama
329,Thriller
742,Comedy
742,Romance
544,Drama
140,Comedy
140,Drama
140,Fantasy
300,Crime
300,Drama
300,Mystery
300,Romance
300,Thriller
872,Horror
872,Mystery
872,Thriller
181,Comedy
181,Crime
984,Comedy
984,Fantasy
832,Drama
832,Romance
939,Action
939,Adventure
939,Sci-Fi
646,Drama
646,Romance
713,Drama
713,Horror
713,Mystery
713,Romance
713,Thriller
568,Action
568,Adventure
568,Horror
568,Sci-Fi
568,Thriller
876,Drama
876,Western
986,Sci-Fi
986,Action
986,Thriller
986,Drama
934,Action
934,Adventure
934,Sci-Fi
884,Drama
243,Action
243,Adventure
243,Thriller
476,Comedy
476,Drama
476,Romance
1003,Action.Thriller
1003,Crime
1055,Crime
1055,Drama
1055,Romance
509,Horror
762,Comedy
762,Crime
762,Drama
762,Romance
762,Thriller
409,Action
409,Drama
216,Adventure
216,Drama
604,Fantasy
604,Adventure
604,Romance
227,Comedy
227,Mystery
227,Romance
227,Thriller
747,Adventure
747,Comedy
747,Crime
491,Comedy
491,Drama
240,Drama
263,Action
263,Drama
263,Mystery
263,War
1048,Drama
1048,Thriller
1048,War
776,Action
776,Crime
776,Drama
723,Drama
723,Musical
900,Adventure
900,Comedy
900,Drama
428,Sci-Fi
428,Comedy
428,Action
428,Adventure
1022,Comedy
1022,Horror
1022,Sci-Fi
43,Crime
43,Drama
43,Sci-Fi
361,Adventure
361,Sci-Fi
361,Thriller
270,Drama
695,Drama
695,Horror
695,Thriller
893,Action
893,Adventure
893,Crime
893,Mystery
893,Thriller
712,Family
712,Animation
712,Comedy
712,Musical
712,Adventure
753,Comedy
829,Fantasy
829,Horror
829,Mystery
1091,Horror
1091,Thriller
158,Action
158,Horror
158,Sci-Fi
566,Action
566,Crime
566,Sci-Fi
274,Action
274,Drama
274,Crime
274,Horror
274,Thriller
593,Comedy
593,Drama
593,Romance
202,Comedy
202,Drama
202,Romance
1033,Drama
1033,Fantasy
1033,Horror
1033,Romance
1033,Thriller
34,Drama
34,Horror
34,Thriller
678,Drama
678,Mystery
678,Thriller
498,Comedy
498,Romance
498,Drama
888,Comedy
888,Crime
888,Drama
888,Thriller
377,Action
377,Comedy
377,Drama
377,Fantasy
377,Romance
377,Sci-Fi
861,Crime
861,Mystery
861,Sci-Fi
861,Thriller
822,Drama
562,Comedy
562,Drama
562,Romance
1070,Comedy
774,Comedy
1068,Adventure
1068,Drama
830,Crime
830,Thriller
830,Action
830,Drama
210,Crime
210,Drama
839,Drama
839,Romance
1069,Crime
1069,Drama
1069,Thriller
424,Action
424,Fantasy
424,Thriller
62,Comedy
62,Drama
62,Romance
195,Drama
113,Action
113,Comedy
82,Action
82,Drama
82,War
507,Comedy
507,Sci-Fi
372,Comedy
372,Crime
372,Thriller
249,Action
249,Crime
249,Thriller
749,Comedy
749,Crime
749,Drama
357,Horror
357,Fantasy
357,Comedy
135,Drama
135,Adventure
135,Thriller
214,Horror
214,Mystery
214,Thriller
154,Crime
154,Drama
154,Mystery
154,Thriller
596,Drama
15,Action
15,Comedy
15,Thriller
440,Drama
440,Comedy
666,Action
666,Comedy
666,Crime
666,Drama
666,Fantasy
666,Romance
501,Horror
501,Sci-Fi
501,Thriller
